56.1279843, 26.1946785
45.9871264, -170.5498216
-90.3451234, 180.3454567
56.4879561, 29.3654781
12.1231234, -90.1234567
12.1234567, 12.1234567
12.1234567, 12.1234567
12.1234567, 12.1234567
12.1234123, 12.1234123
12.4568216, 36.4587321
90.1549783, -156.1654973
56.1278946, -78.2136578
89.1647592, -165.2346781
78.1245976, 82.1649824
90.1111111, 180.3654781
12.3456789, 12.1234567
12.1234567, 12.1234567
12.1234567, 123.1234567
23.1234567, 12.1234567
13.1234567, 123.1234567
34.1234854, 87.1234567
12.1234456, 12.1234567
-12.1234567, 165.1234567
12.1234567, 12.1234567
17.4526398, -170.2341265
12.1234567, 12.1234567
12.1234567, 12.1234567
12.1234567, 12.1234557
12.1234567, 12.1234567
